1000 3400
30:0.030878 36:0.034079 50:0.033118 59:0.032279 68:0.030887 156:0.030234 228:0.034465 290:0.053702 317:0.051554 334:0.039365 349:0.030984 453:0.033394 488:0.045377 517:0.048195 537:0.121068 555:0.032846 557:0.033500 602:0.071196 663:0.069703 745:0.033823 746:0.034270 749:0.058753 752:0.037603 769:0.104429 777:0.121043 877:0.031150 969:0.063215 991:0.030027 1042:0.032642 1084:0.030339 1171:0.065878 1194:0.050198 1212:0.034542 1276:0.033551 1449:0.037942 1555:0.035030 1557:0.038039 1558:0.045384 1560:0.043514 1577:0.036363 1584:0.033657 1615:0.033857 1616:0.048214 1627:0.039372 1746:0.029381 1752:0.031539 1768:0.045217 1773:0.045053 1787:0.076115 1816:0.044996 1817:0.044954 1827:0.055214 1955:0.034598 2047:0.035746 2110:0.051009 2158:0.126956 2257:0.031390 2260:0.103191 2261:0.207604 2262:0.107258 2281:0.040492 2284:0.033176 2384:0.031256 2449:0.333372 2450:0.041908 2481:0.030065 2593:0.037814 2611:0.043513 2633:0.045020 2649:0.050115 2683:0.039607 2685:0.328956 2714:0.031325 2775:0.032932 2814:0.032442 2818:0.038893 2892:0.055558 2902:0.032614 2904:0.031446 2960:0.058527 3013:0.029744 3020:0.038410 3035:0.078499 3054:0.034085 3060:0.196401 3065:0.253584 3068:0.165367 3069:0.063100 3070:0.074947 3071:0.181212 3090:0.058306 3110:0.030953 3124:0.036448 3158:0.045669 3184:0.036454 3278:0.044592 3279:0.116647 3321:0.198119 3327:0.993019 3331:0.030479
30:0.022058 57:0.024177 67:0.100538 87:0.020030 115:0.023266 161:0.021811 172:0.027034 178:0.033079 218:0.020278 249:0.021969 253:0.024167 266:0.025025 268:0.042581 284:0.020965 358:0.053377 463:0.019881 531:0.019482 537:0.087509 551:0.093308 594:0.021232 752:0.036167 782:0.020820 785:0.031289 826:0.019540 953:0.023753 994:0.150723 1002:0.020406 1006:0.020172 1011:0.021343 1189:0.022226 1194:0.024044 1202:0.073597 1230:0.022701 1403:0.020010 1411:0.026846 1417:0.020088 1422:0.025965 1451:0.021163 1476:0.051099 1545:0.033956 1547:0.046772 1561:0.033785 1575:0.020868 1627:0.048468 1685:0.026945 1711:0.030210 1736:0.021431 1742:0.028745 1746:0.021140 1755:0.041482 1773:0.029190 1781:0.051614 1784:0.024991 1794:0.023031 1824:0.019578 1827:0.023001 1845:0.030349 1914:0.020302 1967:0.039941 1997:0.034316 2008:0.026132 2033:0.050816 2039:0.021723 2146:0.021165 2147:0.020947 2151:0.019959 2337:0.040452 2344:0.028406 2411:0.021076 2537:0.019595 2557:0.042654 2562:0.019261 2563:0.026328 2573:0.061283 2578:0.026119 2687:0.027779 2703:0.020449 2710:0.023699 2716:0.049378 2738:0.022582 2871:0.030908 2911:0.236335 2984:0.035952 3020:0.019563 3035:0.020298 3036:0.041104 3060:0.027160 3065:0.030519 3118:0.019392 3134:0.021888 3136:0.034961 3192:0.027775 3234:0.020048 3242:0.026762 3246:0.021597 3271:0.025686 3321:0.092796 3327:0.729598 3350:0.026521 3363:0.057311
3:0.026591 36:0.035771 57:0.049573 101:0.027880 115:0.025183 118:0.082343 176:0.039985 191:0.054172 218:0.027568 244:0.069446 290:0.069499 390:0.204509 391:0.348336 681:0.029083 711:0.041182 759:0.024588 785:0.060752 918:0.027387 929:0.098858 937:0.099254 964:0.038780 994:0.029683 1034:0.024688 1108:0.054346 1141:0.204689 1155:0.026823 1157:0.026795 1202:0.028761 1223:0.028385 1239:0.030499 1263:0.024759 1292:0.025874 1343:0.026745 1344:0.069280 1438:0.035459 1468:0.029360 1518:0.027029 1633:0.028027 1694:0.027096 1746:0.032077 1748:0.025004 1781:0.155829 1815:0.025247 1884:0.055460 1956:0.034540 1987:0.064628 2067:0.024915 2071:0.590650 2072:0.084975 2073:0.944710 2074:0.025559 2075:0.088330 2082:0.035886 2087:0.031668 2119:0.026485 2160:0.050772 2162:0.033978 2163:0.024928 2168:0.027260 2298:0.028497 2300:0.029999 2309:0.026222 2349:0.027110 2387:0.106349 2447:0.056535 2552:0.293289 2555:0.030285 2573:0.049175 2578:0.028430 2608:0.027152 2609:0.040375 2620:0.026234 2629:0.024655 2649:0.040010 2685:0.080066 2710:0.189624 2775:0.029164 2788:0.623830 2791:0.035566 2814:0.028900 2966:0.031214 2969:0.027853 2970:0.924118 2971:0.177512 3075:0.028728 3078:0.034467 3085:0.044628 3086:0.062816 3087:0.026378 3096:0.075257 3155:0.047186 3164:0.024721 3210:0.027534 3243:0.026767 3271:0.024684 3321:0.669207 3327:0.890643 3361:0.043485 3363:0.092416 3369:0.058096
2:0.021979 19:0.027439 30:0.028093 66:0.026389 93:0.033067 158:0.025945 169:0.033472 176:0.042937 268:0.033640 269:0.057322 284:0.042225 290:0.043867 291:0.037619 306:0.025953 466:0.021766 491:0.026248 537:0.042745 551:0.022526 594:0.022088 689:0.067494 704:0.029336 748:0.027572 749:0.031983 826:0.023807 860:0.098531 896:0.034765 994:0.134219 1074:0.024036 1095:0.022442 1096:0.021807 1188:0.024488 1194:0.038227 1200:0.031604 1253:0.027357 1264:0.022977 1286:0.022480 1372:0.023709 1396:0.022486 1397:0.033083 1417:0.070478 1437:0.035844 1477:0.025554 1547:0.036457 1557:0.023353 1558:0.027401 1627:0.040186 1689:0.059660 1694:0.044476 1714:0.060905 1773:0.037853 1784:0.021800 1787:0.050195 1858:0.024960 1884:0.096375 1905:0.048011 1906:0.028877 1922:0.054520 1943:0.079248 1947:0.057521 1964:0.071835 1967:0.023668 2013:0.022677 2047:0.034860 2102:0.023624 2332:0.041246 2337:0.078348 2361:0.029949 2370:0.031368 2467:0.067084 2573:0.139711 2578:0.026459 2649:0.029824 2661:0.023228 2682:0.022604 2685:0.028964 2710:0.090595 2755:0.041118 2898:0.049181 2902:0.024407 2904:0.032796 2911:0.236485 2996:0.023387 3033:0.025081 3035:0.039508 3036:0.044284 3073:0.024217 3091:0.029262 3110:0.022080 3123:0.036823 3128:0.027176 3134:0.021835 3253:0.040617 3261:0.022977 3321:0.564946 3327:0.873796 3340:0.027226 3342:0.030515 3363:0.025236 3368:0.024800 3388:0.026895
23:0.027811 49:0.056791 59:0.055864 65:0.040272 107:0.033723 133:0.029967 140:0.041509 151:0.028950 158:0.477927 290:0.184786 293:0.026989 317:0.055484 455:0.025854 503:0.036568 508:0.033547 509:0.053374 537:0.981794 540:0.027358 586:0.034095 745:0.029916 746:0.026877 769:0.028620 808:0.025726 809:0.041952 834:0.041127 836:0.044423 875:0.055638 877:0.028813 918:0.044237 969:0.040709 994:0.074405 1023:0.043225 1037:0.031895 1126:0.039526 1129:0.029460 1131:0.027168 1136:0.034499 1141:0.032981 1152:0.033235 1155:0.052474 1211:0.028240 1212:0.034870 1264:0.028996 1350:0.047863 1449:0.042000 1559:0.031642 1693:0.041845 1694:0.071921 1742:0.039313 1755:0.033993 1787:0.027946 1794:0.036843 1854:0.027658 2005:0.029313 2033:0.182612 2046:0.036400 2047:1.000000 2082:0.090964 2090:0.040261 2163:0.025663 2281:0.084383 2355:0.029307 2424:0.032907 2478:0.112695 2481:0.130973 2547:0.029998 2557:0.026865 2562:0.072232 2639:0.054700 2649:0.053386 2685:0.116504 2687:0.038510 2710:0.103458 2718:0.063730 2761:0.027010 2767:0.051404 2805:0.029398 2827:0.038141 2838:0.036334 2911:0.052408 2928:0.030507 2955:0.032795 2964:0.025312 2983:0.081287 2984:0.155342 2995:0.026545 3073:0.030932 3079:0.026126 3096:0.032203 3099:0.094302 3158:0.033795 3160:0.025575 3172:0.029577 3183:0.056074 3207:0.056452 3230:0.027053 3321:0.585328 3327:0.862332 3331:0.040966 3363:0.074730
15:0.064431 30:0.102368 36:0.108798 97:0.031868 269:0.027340 290:0.068624 291:0.145296 323:0.029177 341:0.029526 344:0.032167 374:0.031433 438:0.087880 444:0.220996 463:0.032153 483:0.037820 491:0.062809 594:0.037066 635:0.030040 654:0.035603 684:0.042533 686:0.028186 785:0.049497 798:0.037290 896:0.028674 915:0.029842 955:0.034817 970:0.031719 1053:0.032653 1124:0.206065 1134:0.166689 1135:0.255046 1152:0.030491 1188:0.034280 1194:0.099657 1197:0.105869 1205:0.041114 1215:0.638151 1216:0.035665 1217:0.139404 1257:0.031686 1262:0.070387 1319:0.030380 1445:0.028996 1449:0.347216 1451:0.038576 1517:0.039247 1554:0.257797 1557:0.033772 1594:0.034326 1627:0.131744 1693:0.030967 1725:0.030462 1758:0.171817 1918:0.030392 1922:0.133311 1949:0.088173 1951:0.029651 2050:0.030998 2151:0.038394 2153:0.027540 2223:0.028894 2241:0.033585 2248:0.146665 2260:0.041581 2297:0.172838 2417:0.131505 2421:0.042503 2447:0.095259 2462:0.032356 2479:0.035757 2578:0.030511 2584:0.030879 2649:0.029278 2685:0.056985 2710:0.048059 2714:0.034509 2785:0.040620 2788:0.922761 2791:0.028688 2795:0.028182 2797:0.027793 2933:0.035676 3022:0.072308 3023:0.028012 3073:0.031184 3079:0.039165 3096:0.083116 3099:0.037840 3123:0.030052 3128:0.027340 3186:0.052255 3201:0.031746 3207:0.029829 3290:0.029493 3292:0.027578 3312:0.041808 3321:0.251550 3327:0.868467 3340:0.032807 3354:0.031181
33:0.060972 65:0.092090 67:0.040942 172:0.435997 218:0.096948 246:0.038392 254:0.051131 266:0.033647 268:0.277879 269:0.035138 290:0.069606 366:0.060002 417:0.068614 490:0.039351 503:0.051024 537:0.215390 551:0.092434 576:0.094015 708:0.099067 718:0.075198 749:0.033271 750:0.034382 769:0.053155 773:0.042780 776:0.033917 780:0.033307 787:0.034846 883:0.034044 953:0.037537 969:0.043790 970:0.039899 992:0.060324 994:0.299466 1002:0.038727 1006:0.070741 1009:0.063461 1011:0.982910 1074:0.047580 1109:0.037334 1202:0.363883 1207:0.040033 1227:0.037437 1411:0.120538 1439:0.053765 1561:0.045381 1690:0.033411 1749:0.033640 1827:0.207582 1854:0.037167 1884:0.074155 1919:0.034872 2033:0.695993 2111:0.036811 2120:0.215105 2121:0.581327 2160:0.235453 2161:0.146514 2163:0.045359 2308:0.059690 2329:0.062754 2330:0.036165 2331:0.054497 2355:0.034934 2407:0.042316 2481:0.045075 2489:0.126054 2546:0.033858 2557:0.557650 2564:0.052630 2571:0.050630 2573:0.994590 2578:0.674010 2579:0.038396 2580:0.042734 2582:0.640752 2619:0.047604 2684:0.033973 2685:0.934532 2709:0.038879 2753:0.035726 2810:0.139018 2911:1.000000 2912:0.037928 2914:0.045597 2915:0.114926 2916:0.253262 2973:0.036578 2984:0.033947 2998:0.033286 3036:0.059246 3060:0.039272 3065:0.062307 3079:0.033222 3086:0.077303 3114:0.034719 3204:0.052219 3301:0.035369 3321:0.432440 3327:0.601884 3363:0.398841
1:0.033332 21:0.024130 23:0.034471 30:0.023673 57:0.020755 59:0.020305 65:0.019233 143:0.035853 204:0.035862 242:0.020348 269:0.025622 284:0.035989 290:0.033919 335:0.025416 362:0.024395 385:0.020403 444:0.052059 463:0.027423 505:0.035526 537:0.025672 551:0.020456 586:0.034896 616:0.030726 631:0.019687 745:0.019058 749:0.022277 781:0.019455 826:0.020552 859:0.026998 861:0.030405 987:0.047260 994:0.028031 1044:0.020349 1106:0.128810 1155:0.019755 1214:0.019397 1285:0.026559 1376:0.030741 1377:0.019364 1379:0.021565 1381:0.019207 1384:0.020655 1385:0.020888 1386:0.019146 1387:0.040341 1437:0.019865 1449:0.019762 1486:0.041093 1561:0.018961 1594:0.146126 1654:0.023694 1693:0.026121 1694:0.018941 1742:0.035870 1755:0.019163 1773:0.036582 1781:0.033285 1810:0.024116 1884:0.022753 1905:0.019797 1922:0.025123 1951:0.041397 1967:0.018977 2064:0.019121 2095:0.025823 2096:0.021445 2098:0.065608 2113:0.023087 2145:0.026607 2151:0.019502 2152:0.023547 2266:0.023341 2376:0.030454 2417:0.020438 2481:0.019010 2563:0.020988 2564:0.027472 2604:0.025002 2609:0.197299 2649:0.032560 2685:0.345050 2687:0.019028 2710:0.045520 2714:0.021295 2716:0.019954 2739:0.019204 2783:0.025500 2788:0.157438 2898:0.029007 2943:0.023949 2998:0.018929 3011:0.023550 3078:0.020876 3079:0.019106 3099:0.024116 3217:0.019058 3278:0.019516 3321:0.428581 3327:0.804660 3361:0.020310
30:0.030355 62:0.026168 65:0.033678 96:0.030873 97:0.072565 228:0.034287 235:0.035519 362:0.032317 402:0.033980 404:0.046273 483:0.078030 490:0.029625 491:0.076196 616:0.030322 627:0.025158 645:0.028707 711:0.027526 712:0.031087 714:0.032203 745:0.044143 785:0.041938 826:0.120558 896:0.044485 899:0.025601 956:0.024335 969:0.297815 994:0.048454 1011:0.050953 1023:0.039284 1053:0.053947 1096:0.041682 1101:0.025790 1179:0.032781 1269:0.032713 1337:0.026948 1388:0.025785 1413:0.052219 1458:0.024156 1542:0.026673 1557:0.024572 1666:0.031363 1693:0.036898 1699:0.028628 1725:0.025444 1746:0.027926 1781:0.071562 1789:0.024261 1884:0.037357 1905:0.154255 1918:0.047910 1922:0.032451 1951:0.024850 1952:0.034668 1958:0.061934 1987:0.044881 2000:0.036098 2030:0.027783 2033:0.039789 2145:0.034630 2181:0.030664 2186:0.027123 2252:0.025469 2351:0.024860 2447:0.235984 2457:0.027497 2534:0.028280 2557:0.024183 2564:0.034288 2609:0.523054 2625:0.076951 2685:0.056980 2694:0.037505 2705:0.029681 2710:0.055729 2727:0.041765 2737:0.024466 2788:0.024132 2831:0.030009 2869:0.029366 2870:0.026192 2898:0.037786 2906:0.028184 2910:0.064496 2984:0.046929 3062:0.035775 3074:0.035120 3078:0.031090 3096:0.032092 3099:0.025318 3103:0.037751 3157:0.024203 3177:0.035290 3207:0.026359 3276:0.024118 3321:0.260018 3327:0.970882 3342:0.027913 3360:0.032728 3361:0.046408 3373:0.028958
0:0.026068 14:0.025673 30:0.067621 97:0.077916 234:0.026381 241:0.028756 290:0.040971 291:0.052429 438:0.040577 483:0.025660 491:0.100997 493:0.028281 505:0.094971 579:0.087338 639:0.025929 655:0.027770 711:0.032929 723:0.152826 749:0.044152 752:0.036970 797:0.088334 861:0.036096 896:0.063380 921:0.057328 970:0.031161 994:0.033921 1033:0.026386 1053:0.028436 1152:0.102548 1155:0.025703 1179:0.026850 1194:0.103531 1292:0.027768 1377:0.053970 1379:0.054588 1581:0.027532 1627:0.030595 1640:0.027040 1671:0.030312 1691:0.034441 1694:0.052695 1742:0.034671 1758:0.038321 1780:0.041316 1781:0.046388 1866:0.427413 1905:0.025959 1918:0.030475 1922:0.029270 1938:0.027563 1939:0.032142 1940:0.026499 1951:0.049335 1963:0.099488 2000:0.049400 2042:0.048789 2047:0.026342 2064:0.026086 2090:0.031120 2104:0.055809 2145:0.316023 2267:0.035739 2320:0.056844 2384:0.027034 2389:0.026287 2417:0.076326 2418:0.028795 2424:0.026934 2428:0.058734 2447:0.545124 2527:0.026463 2598:0.030704 2599:0.047256 2600:0.042136 2607:0.117360 2608:0.032862 2609:1.000000 2610:0.035687 2637:0.062048 2649:0.073866 2663:0.026005 2685:0.042118 2696:0.031679 2710:0.034123 2788:0.064812 2821:0.025966 2878:0.038209 2906:0.033418 2910:0.038218 3057:0.042667 3075:0.028801 3079:0.031853 3097:0.049210 3116:0.061002 3217:0.026065 3321:0.615437 3327:0.904188 3361:0.054149 3369:0.025719 3373:0.059950
19:0.043706 23:0.028311 59:0.036832 93:0.041977 110:0.037629 183:0.043153 228:0.031827 269:0.031498 291:0.040460 300:0.119464 301:0.066555 362:0.029211 375:0.102610 376:0.124940 411:0.035186 438:0.059376 463:0.045010 466:0.030024 533:0.041992 624:0.028237 640:0.032155 647:0.027951 806:0.029573 826:0.043369 896:0.036025 924:0.050417 953:0.027527 969:0.027561 1090:0.048330 1169:0.038541 1170:0.030739 1194:0.032861 1205:0.051254 1209:0.051214 1211:0.028462 1219:0.028323 1377:0.033895 1423:0.028101 1437:0.040544 1467:0.028926 1481:0.028826 1487:0.039725 1557:0.032905 1566:0.032227 1569:0.028846 1623:0.035424 1733:0.060877 1746:0.049608 1767:0.032684 1877:0.028781 1904:0.039424 1963:0.032166 1967:0.037025 1969:0.027989 1970:0.044752 2018:0.030453 2085:0.032403 2102:0.028176 2115:0.038213 2203:0.999839 2206:0.069468 2208:0.038367 2212:0.027624 2213:0.044821 2216:0.028154 2217:0.033888 2267:0.027892 2320:0.035198 2370:0.033162 2371:0.027920 2417:0.085730 2513:0.048671 2515:0.034150 2527:0.028315 2614:0.067708 2633:0.037848 2685:0.557903 2705:0.028718 2740:0.106563 2755:0.029802 2842:0.031802 2861:0.030092 2873:0.032003 2919:0.040399 2920:0.031458 2926:0.030778 2927:0.031933 3072:0.039772 3123:0.030145 3128:0.030281 3132:0.028966 3187:0.030240 3247:0.029892 3253:0.049601 3312:0.028266 3321:0.922117 3327:0.954371 3368:0.032314 3374:0.043303 3388:0.034581
30:0.043057 59:0.021312 97:0.022891 159:0.021904 223:0.031727 234:0.021095 290:0.069389 345:0.021224 442:0.020991 444:0.120329 505:0.093980 540:0.023796 576:0.025723 584:0.022444 603:0.038337 631:0.027455 637:0.020806 711:0.027099 714:0.026266 748:0.021589 749:0.022482 782:0.020904 785:0.021710 969:0.031673 970:0.022099 987:0.029195 1017:0.026833 1025:0.029025 1105:0.028502 1106:0.030652 1157:0.027482 1179:0.022667 1180:0.021452 1188:0.021609 1194:0.034447 1285:0.027875 1356:0.023083 1376:0.029371 1379:0.020947 1381:0.022821 1417:0.030123 1451:0.022964 1486:0.033842 1561:0.034135 1594:0.196378 1595:0.027616 1597:0.022612 1742:0.023589 1746:0.051322 1755:0.020808 1773:0.029181 1781:0.080508 1853:0.022772 1884:0.025298 1922:0.034984 1949:0.037821 1951:0.033442 1958:0.026129 2047:0.021379 2095:0.046187 2097:0.021588 2098:0.052961 2104:0.026390 2113:0.020949 2145:0.068180 2181:0.024429 2247:0.025185 2264:0.022081 2265:0.042681 2266:0.154460 2281:0.023628 2315:0.022191 2355:0.020527 2376:0.032032 2424:0.032869 2447:0.028835 2463:0.033564 2564:0.026000 2590:0.020890 2609:0.295742 2649:0.026168 2685:0.079231 2757:0.023771 2761:0.024174 2788:0.298444 2882:0.022003 2906:0.022529 2988:0.033583 2996:0.034907 3020:0.027159 3031:0.023333 3079:0.027331 3099:0.044179 3164:0.021392 3219:0.022348 3230:0.021135 3321:0.238753 3327:0.648870 3361:0.033503 3363:0.022811
30:0.043977 57:0.027190 59:0.029244 109:0.021315 110:0.023684 111:0.024595 119:0.020609 204:0.065664 241:0.023143 290:0.038861 291:0.021324 320:0.028570 321:0.028262 323:0.318217 324:0.021588 423:0.020136 482:0.020296 499:0.019983 551:0.021341 555:0.022169 590:0.021444 616:0.022820 654:0.021596 676:0.021714 690:0.022509 785:0.024029 877:0.020391 915:0.023034 953:0.021663 991:0.020373 1062:0.024433 1117:0.020234 1124:0.052653 1152:0.100731 1153:0.024938 1155:0.023015 1194:0.022264 1202:0.020595 1257:0.021570 1282:0.026818 1379:0.020893 1381:0.024144 1417:0.036096 1449:0.025792 1451:0.026540 1476:0.022148 1492:0.031510 1497:0.032455 1561:0.020006 1666:0.024738 1694:0.027723 1697:0.025588 1796:0.022278 1810:0.020070 1824:0.020074 1884:0.026084 2013:0.020730 2090:0.021531 2144:0.025662 2163:0.021598 2175:0.050201 2256:0.029683 2281:0.021799 2384:0.021829 2424:0.022567 2447:0.024031 2462:0.116376 2479:0.047963 2480:0.024357 2578:0.047163 2584:0.020755 2684:0.020615 2685:0.441279 2696:0.024488 2710:0.063580 2716:0.023243 2737:0.020883 2738:0.031190 2739:0.020114 2772:0.034895 2775:0.019935 2788:0.470510 2871:0.020814 2933:0.179329 2984:0.020081 2995:0.020262 2996:0.022061 2998:0.030605 3041:0.022620 3062:0.025229 3065:0.046102 3075:0.029027 3079:0.025265 3214:0.035053 3276:0.020650 3296:0.027041 3321:0.649723 3327:0.762573 3340:0.023454 3369:0.039005
10:0.021356 30:0.079074 34:0.033746 94:0.022527 235:0.021878 242:0.050128 268:0.029156 269:0.051205 284:0.258928 290:0.032775 291:0.048029 300:0.024946 301:0.022129 341:0.026735 344:0.023259 362:0.023274 400:0.047366 423:0.046681 433:0.030914 445:0.033255 456:0.024854 460:0.026660 491:0.046323 607:0.030188 651:0.021393 785:0.022958 826:0.029202 841:0.021479 896:0.026555 955:0.026068 994:0.050436 1011:0.042876 1033:0.025245 1096:0.030041 1152:0.037748 1194:0.028021 1205:0.026387 1228:0.026727 1301:0.023321 1330:0.030953 1377:0.021745 1451:0.023449 1481:0.028159 1544:0.022786 1627:0.116321 1633:0.025028 1707:0.041639 1714:0.025920 1746:0.026801 1755:0.022712 1758:0.059458 1773:0.024224 1781:0.064455 1810:0.024241 1841:0.115078 1842:0.058864 1905:0.024179 1922:0.028183 1976:0.041578 2000:0.024039 2013:0.023743 2315:0.039293 2417:0.025272 2438:0.021233 2439:0.023056 2456:0.022760 2457:0.024895 2470:0.024243 2547:0.023574 2548:0.022512 2578:0.024209 2605:0.025085 2625:0.021244 2637:0.021319 2684:0.024438 2685:0.026636 2710:0.042246 2769:0.024984 2849:0.052640 2898:0.026228 2979:0.027432 2982:0.022023 3000:0.023980 3017:0.026055 3073:0.030866 3119:0.037845 3128:0.028720 3276:0.032584 3285:0.023373 3312:0.043071 3321:0.418357 3327:0.927434 3333:0.024370 3340:0.021385 3354:0.029335 3358:0.024245 3369:0.021299 3372:0.022243 3373:0.088882 3374:0.021807
0:0.078446 30:0.087840 135:0.029683 228:0.040681 233:0.041422 234:0.074257 269:0.090647 291:0.129815 327:0.095381 328:0.057736 361:0.032912 402:0.031624 526:0.047808 542:0.028279 551:0.035568 711:0.032078 785:0.030889 797:0.034425 896:0.133710 955:0.033386 969:0.041204 1180:0.028283 1206:0.030708 1242:0.029805 1243:0.072232 1244:0.029932 1261:0.031900 1262:0.027975 1268:0.031583 1289:0.065098 1339:0.028073 1376:0.306042 1377:0.078598 1379:0.079487 1381:0.039307 1525:0.028648 1581:0.031472 1594:0.031509 1620:0.061334 1621:0.075880 1627:0.571739 1632:0.035052 1666:0.048656 1721:0.033110 1725:0.029266 1731:0.388026 1781:0.032515 1810:0.047987 1911:0.028815 1912:0.189164 1913:0.030295 1918:0.029803 1920:0.030945 1949:0.035882 2086:0.028064 2100:0.045000 2142:0.033203 2201:0.031068 2248:0.034987 2315:0.032839 2358:0.030286 2413:0.053625 2424:0.033088 2447:0.763746 2507:0.083130 2584:0.029472 2609:0.050673 2660:0.029678 2685:0.611461 2694:0.032275 2696:0.666516 2697:0.054697 2710:0.074803 2714:0.028892 2727:0.030028 2788:0.031721 2831:0.028756 2909:0.028491 2948:0.124626 2949:0.105006 2996:0.032244 3051:0.033678 3091:0.030498 3094:0.037292 3099:0.029856 3156:0.028260 3197:0.032206 3240:0.030222 3244:0.038756 3260:0.087023 3286:0.043620 3321:0.396595 3327:0.822666 3353:0.029339 3360:0.042912 3361:0.028131 3362:0.029517 3369:0.030618 3373:0.039707 3387:0.038176
30:0.052228 59:0.033927 93:0.031388 133:0.032101 135:0.135450 136:0.033404 164:0.177360 165:0.051905 341:0.057932 344:0.036980 433:0.039407 437:0.045759 438:0.139130 445:0.033069 516:0.034587 536:0.031367 650:0.060008 670:0.034520 676:0.039155 736:0.031824 891:0.031891 896:0.097471 977:0.035256 1073:0.033522 1152:0.036044 1188:0.058247 1204:0.037605 1205:0.083057 1243:0.051242 1258:0.042164 1287:0.035029 1319:0.035263 1377:0.035453 1609:0.038886 1610:0.033657 1625:0.038142 1627:0.384785 1642:0.034677 1697:0.031353 1698:0.032402 1742:0.073814 1758:0.039283 1786:0.050504 1809:0.033220 1825:0.069540 1867:0.038384 1877:0.032541 1927:0.032243 1967:0.038490 1976:0.038012 1999:0.035512 2000:0.032398 2090:0.035191 2151:0.032278 2201:0.033025 2203:0.037614 2250:0.032109 2271:0.031798 2282:0.032877 2307:0.036213 2325:0.057999 2413:0.052180 2417:0.599991 2421:0.053763 2447:0.182708 2501:0.039758 2504:0.035178 2506:0.037388 2507:0.732083 2625:0.033762 2628:0.033268 2630:0.036694 2631:0.046830 2649:0.057647 2654:0.045576 2685:0.094467 2696:0.147098 2710:0.075596 2842:0.033722 2898:0.039727 2901:0.033734 2908:0.041525 2930:0.045039 3072:0.043187 3081:0.036791 3128:0.032275 3187:0.045971 3201:0.037263 3205:0.035421 3224:0.038975 3225:0.043086 3286:0.040531 3321:0.062879 3327:0.919706 3336:0.031529 3340:0.052944 3367:0.034849 3370:0.039161 3372:0.031610 3374:0.034327
59:0.024756 65:0.040820 67:0.024592 71:0.035040 97:0.028631 150:0.024119 290:0.037332 306:0.026517 383:0.027372 490:0.030186 594:0.025453 704:0.033608 708:0.033181 756:0.039221 757:0.027498 769:0.077916 777:0.043096 778:0.034771 782:0.028824 787:0.061108 883:0.138295 994:0.119946 1006:0.056979 1011:0.083536 1023:0.030380 1152:0.028995 1205:0.041465 1227:0.029884 1406:0.044603 1417:0.057357 1439:0.169778 1440:0.036192 1441:0.040357 1477:0.025539 1547:0.029868 1563:0.032375 1588:0.033412 1658:0.026360 1694:0.038146 1719:0.024781 1729:0.029326 1742:0.031635 1745:0.024039 1749:0.027141 1845:0.069356 1899:0.033182 1903:0.028947 1905:0.143081 1906:0.047318 1910:0.035318 1914:0.029901 1922:0.028111 1943:0.029244 1964:0.029513 1966:0.036477 2084:0.026302 2171:0.026979 2329:0.034685 2331:0.032817 2370:0.027165 2411:0.029379 2419:0.026317 2420:0.031573 2424:0.028831 2447:0.024177 2481:0.024312 2571:0.024784 2573:0.953485 2575:0.050796 2611:0.024095 2618:0.036603 2619:0.052182 2620:0.036596 2685:0.108814 2687:0.027564 2710:0.038787 2753:0.033894 2782:0.031408 2785:0.027357 2911:0.127572 2914:0.025877 2916:0.027148 2942:0.024616 2959:0.029742 2970:0.039085 2996:0.025767 3055:0.041187 3063:0.037372 3085:0.164819 3086:0.170055 3090:0.036198 3110:0.024869 3124:0.028777 3165:0.030542 3185:0.023993 3321:0.126681 3327:0.815586 3361:0.030200 3363:0.037165 3369:0.024396
7:0.054545 93:0.029889 107:0.092919 135:0.031500 160:0.055853 182:0.037581 204:0.034866 228:0.031265 284:0.039094 290:0.048342 341:0.045275 366:0.104178 375:0.072947 376:0.081476 439:0.030331 445:0.040698 463:0.043485 509:0.051374 640:0.037367 832:0.142831 860:0.045783 865:0.033573 891:0.032241 896:0.091758 949:0.045589 955:0.033944 969:0.040236 1090:0.031748 1194:0.077056 1205:0.048324 1209:0.056597 1258:0.055993 1273:0.031011 1377:0.038808 1419:0.030262 1430:0.033942 1437:0.043195 1445:0.087312 1462:0.044302 1468:0.043877 1557:0.031119 1611:0.035698 1627:0.218618 1643:0.040042 1674:0.083101 1675:0.061391 1697:0.043625 1714:0.042039 1726:0.031119 1729:0.060221 1733:0.039057 1746:0.038112 1771:0.052150 1884:0.043949 1912:0.038203 1928:0.039659 1967:0.032804 2004:0.033049 2047:0.035578 2090:0.063020 2115:0.059679 2151:0.038370 2203:0.952745 2206:0.081614 2208:0.054705 2230:0.046385 2271:0.036703 2401:0.040236 2417:0.087861 2471:0.137366 2472:0.470288 2473:0.141283 2507:0.059081 2513:0.037547 2578:0.032778 2614:0.029772 2615:0.033416 2633:0.051639 2661:0.031763 2685:0.032101 2710:0.054966 2714:0.042215 2733:0.034559 2740:0.082577 2849:0.038149 2919:0.037531 2920:0.031730 2984:0.049058 3045:0.054121 3078:0.034069 3091:0.031172 3118:0.029991 3123:0.048235 3124:0.030210 3144:0.050768 3321:0.378679 3327:0.714647 3340:0.030974 3354:0.045744 3374:0.042804
